entryID,name,author,material,condition,price
a359,Snowbound Mystery,"Warner, Gertrude Chandler",Not Specified,Used,$4.50
a360,The Lighthouse Mystery,"Warner, Gertrude Chandler",Softcover,Used,$4.50
a361,Blindsided : A Mystery,"Phillips, Clyde",Hardcover,Used,$4.50
a362,Ancient Mysteries,"Matthews, Rupert",Hardcover,Used,$4.50
a363,Mystery Sneaker,Theodore et al. Clymer,Hardcover,Used,$4.50
a364,A Fashionable Mystery,"Stilton, Thea",Softcover,Used,$4.50
a365,Mysteries of the Universe,"Wilson, Colin",Hardcover,Used,$4.50
a366,Houseboat Mystery,"Warner, Gertrude Chandler",Softcover,Used,$4.50
a367,The Dinosaur Mystery (Boxcar Children),"Warner, Gertrude Chandler [Creator]",Softcover,Used,$4.11
a368,The Stakes : A Mystery,"Sanders, Ben",Hardcover,Used,$4.50
a369,Party : A Mystery,"Kincaid, Jamaica",Hardcover,Used,$4.50
a370,Mystery of the Hieroglyphs,"Donoughue, Carol",Hardcover,Used,$4.50
a371,The Mystery of the Sardine,"Themerson, Stefan",Softcover,Used,$4.50
a372,A Monster of a Mystery,"Dixon, Franklin W.",Softcover,Used,$4.50
a373,Spooky Mysteries,"Macdonald, Fiona",Hardcover,Used,$4.50
a374,The Mystery of the Eucharist,"Thurian, Max",Softcover,Used,$4.50
a375,The Mystery of UFOs,"Herbst, Judith",Softcover,Used,$4.50
a376,Behind the Mystery,"Kaminsky, Stuart M.",Softcover,Used,$4.50
a377,Mystery in the Sand,"Warner, Gertrude Chandler",Not Specified,Used,$4.50
a378,A Rockin' Mystery,"Dixon, Franklin W.",Not Specified,Used,$4.50
a379,The Mystery of the Cupboard,"Banks, Lynne Reid",Not Specified,Used,$4.50
a380,Schoolhouse Mystery,"Warner, Gertrude Chandler",Softcover,Used,$4.50
a381,The Mystery of Grace,"De Lint, Charles",Hardcover,Used,$4.50
a382,Mysteries of the Unexplained,"Carlson, H. G.",Softcover,Used,$4.50
a383,The Mystery in Venice,"Stilton, Geronimo",Softcover,Used,$4.50
a384,The Mystery of the Cupboard,"Banks, Lynne Reid",Softcover,Used,$4.50
a385,The Mudhole Mystery,"Lewis, Beverly",Softcover,Used,$4.50
a386,Mystery Map,"Dixon, Franklin W.",Softcover,Used,$4.50
a387,The Unknowns: A Math Mystery,"Carey, Benedict",Hardcover,Used,$4.22
a388,The Empty Envelope (A to Z Mysteries),Ron Roy,Softcover,Used,$3.85
a389,The Falcons Feathers (A to Z Mysteries),Ron Roy,Softcover,Used,$3.85
a390,Mystery Lover (Silhouette Romance),Annette Broadrick,Softcover,Used,$3.85
a391,The Invisible Island (A to Z Mysteries),"Roy, Ron",Softcover,Used,$4.04
a392,Circus Fantastico: A Magnifying Mystery,"Gordon, Lynn; Idle, Molly",Hardcover,Used,$3.85
a393,The Absent Author (A to Z Mysteries),Ron Roy,Softcover,Used,$3.85
a394,The Missing Mummy (A to Z Mysteries),"Roy, Ron; Gurney, John Steven [Illustrator]",Softcover,Used,$4.01
a395,The School Skeleton (A to Z Mysteries),"Roy, Ron",Softcover,Used,$3.85
a396,The Mystery of Magillicuddy's Gold,"Walsh, Sheila",Hardcover,Used,$3.85
a397,Calendar Mysteries November Night,RON ROY,Softcover,Used,$3.85
a398,Cam Jansen and the Catnapping Mystery,David A. Adler,Softcover,Used,$3.85
a399,Calendar Mysteries: March Mischief,Ron Roy,Softcover,Used,$3.85
a400,The Planet's Most Extreme - Horrors,Not Listed,Hardcover,Used,$4.48
a401,Horror (You Write It!),John Hamilton,Softcover,Used,$4.39
a402,Horror of the Heights,Sir Arthur Conan Doyle,Softcover,Used,$5.05
a403,Chambers of Horror,"Marlowe, John",Softcover,Used,$4.22
a404,Half-Minute Horrors,"Rich, Susan; Various",Softcover,Used,$3.92
a405,The Horror Handbook,Paul van Loon,Hardcover,Used,$4.39
a406,Horror Films,Rhoda Nottridge,Softcover,Used,$4.39
a407,Masterpieces of Horror,Rosamund Morris,Hardcover,Used,$4.39
a408,The Museum of Horrors,Horror Writers Association,Hardcover,Used,$5.27
a409,The Whitechapel Horrors,"Hanna, Edward B.",Softcover,Used,$4.47
a410,Ordinary Horror,"Searcy, David",Softcover,Used,$4.49
a411,"Scooby-Doo! Mystery, No. 1: The Hotel of Horrors",Kate Howard,Softcover,Used,$4.19
a412,Horror Movies,"Powers, Tom",Hardcover,Used,$4.50
a413,Masters of Horror (World of Horror),Sue Hamilton,Softcover,Used,$4.39
a414,Horror in Space: Book 18 (Twisted Journeys Â®),Janine Young,Softcover,Used,$4.39
a415,Real Horror (The Hardy Boys Casefiles #71),Franklin W. Dixon,Softcover,Used,$4.17
a416,Horowitz Horror: Stories You'll Wish You Never Read,"Horowitz, Anthony",Not Specified,Used,$4.44
a417,Web of Horror,"Dixon, Franklin",Not Specified,Used,$4.50
a418,Ripley's Bureau of Investigation 7: Shock Horror (7) (RBI),Ripley s Believe It or Not,Not Specified,Used,$4.26
a419,The Boyfriend (Point Horror Series),R. L. Stine,Not Specified,Used,$3.85
a420,Goosebumps Hall of Horrors #1: Claws!,"Stine, R.L.",Softcover,Used,$4.47
a421,The Museum of Horrors,Not Listed,Softcover,Used,$4.62
a422,The Amityville Horror,Jay Anson,Softcover,Used,$4.68
a423,Fear: 13 Stories of Suspense and Horror,"Stine, R.L. [Editor]",Softcover,Used,$4.04
a424,The Gestapo: A History of Horror,Not Listed,Hardcover,Used,$4.29
a425,The Girlfriend (Point Horror Series),R. L. Stine,Softcover,Used,$4.11
a426,The Heads of Horror (Superpowers),Alex Cliff,Softcover,Used,$4.39
a427,Horror at the Haunted House,Peg Kehret,Softcover,Used,$4.39
a428,Sister (Mysteries & Horror),A. Manette Ansay,Softcover,Used,$4.39
a429,The Hatching Horror (Astrosaurs),Steve Cole,Softcover,Used,$4.39
a430,Frankenstein (Graphic Horror),Mary Shelley,Softcover,Used,$4.39
a431,Werewolves (Tales of Horror),Jim Pipe,Softcover,Used,$4.39
a432,Horror Glow in the Dark Coloring,Not Listed,Softcover,Used,$4.14
a433,Your Oasis on Flame Lake (Mysteries & Horror),Lorna Landvik,Hardcover,Used,$4.49
a434,The Baby-Sitter 3 (Point Horror Series),R. L. Stine,Softcover,Used,$4.04
a435,My Dearest Darkest: Sapphic Horror,"Cottingham, Kayla",Softcover,Used,$3.98
a436,Half-Minute Horrors,"Rich, Susan, Various",Hardcover,Used,$4.41
a437,Wickedpedia (Point Horror),"Van Etten, Chris",Not Specified,Used,$4.44
a438,HORROR AT THE HAUNTED HOUSE,"Kehret, Peg",Not Specified,Used,$4.47
a439,Horror,"Pagel, Stephen, Griffith, Nicola",Not Specified,Used,$5.98
a440,More Horowitz Horror,"Horowitz, Anthony",Hardcover,Used,$4.47
a441,The Complete Horowitz Horror,"Horowitz, Anthony",Softcover,Used,$4.47
a442,Horrors,"Grant, Charles L. (edited by) [Stephen King, Chelsea Quinn Yarbro, William F. No",Softcover,Used,$5.99
a443,Aliens (Tales of Horror),Jim Pipe,Softcover,Used,$4.48
a444,Defriended (Point Horror),Ruth Baron,Softcover,Used,$4.49
a445,The Horror at Chiller House (Goosebumps HorrorLand #19) (19),"Stine, R. L.",Hardcover,Used,$3.85
a446,Little Camp of Horrors (Mostly Ghostly),"Stine, R.L.",Softcover,Used,$4.48
a447,Tales of Horror and Suspense (Dover Children's Evergreen Classics),"Poe, Edgar Allan",Softcover,Used,$4.48
a448,Spacemutts: the Hairball of Horror!,"Broad, Michael",Softcover,Used,$4.50
a449,Read Onâ ¦Horror Fiction (Read On Series),"June Michelle Pulliam, Anthony J. Fonseca",Softcover,Used,$4.39
a450,Classic Tales of Horror,"Poe, Edgar Allan",Softcover,Used,$4.50
a451,"The West End Horror: A Posthumous Memoir of John H. Watson, M.D.",Nicholas Meyer,Softcover,Used,$4.49
a452,Suckers : A Horror Novel,"Rider, Z.",Softcover,Used,$4.50
a453,The Valour and the Horror Revisited,"Bercuson, David J., Wise",Softcover,Used,$4.50
a454,Top 10: Horrors,"Loh-Hagan, Virginia",Hardcover,Used,$4.50
a455,Horrors of the Haunted Museum (Twist a Plot),"Stine, R. L.",Softcover,Used,$4.47
a456,New Masterpieces of Horror,"Betancourt, Ed John",Softcover,Used,$4.50
a457,Ghosts (Tales of Horror),Jim Pipe,Not Specified,Used,$4.50
a458,Amulet of Doom (Chamber of Horrors),Bruce Coville,Not Specified,Used,$4.27
a459,The Baby-Sitter (Point Horror Series),R. L. Stine,Not Specified,Used,$4.11
a460,Hit and Run (Point Horror Series),R. L. Stine,Softcover,Used,$4.11
a461,The Dead Girlfriend (Point Horror Series),"Stine, R. L.",Softcover,Used,$4.47
a462,The Moonlit Road and Other Ghost and Horror Stories,"Bierce, Ambrose",Softcover,Used,$3.99
a463,The First Horror,"Stine, R. L.",Softcover,Used,$5.00
a464,The Beast and the Halloween Horror (The Kids of the Polk Street School),"Giff, Patricia Reilly",Softcover,Used,$3.92
a465,Horror Collectors set Salvage/Mortuary/Memory/Bloody Mary,Not Listed,Softcover,Used,$3.85
a466,Railway Ghosts and Highway Horrors,"Cohen, Daniel",Softcover,Used,$4.32
a467,The Whitechapel Horrors,"Hanna, Edward B.",Softcover,Used,$5.03
a468,The Amityville Horror,AMITYVILLE HORROR (2005),Softcover,Used,$2.97
a469,The Tales of Horror: [A Flip-Book],Laura Mullen,Softcover,Used,$4.39
a470,Midnight Champagne (Mysteries & Horror),"Ansay, A. Manette",Softcover,Used,$4.38
a471,American Tales of Horror and the Supernatural,Kaplan,Softcover,Used,$4.39
a472,Horror (Stories Well Told),Valerie Bodden,Hardcover,Used,$4.39
a473,The Boyfriend (Point Horror Series),R. L. Stine,Softcover,Used,$4.39
a474,Jeepers Creepers (House of Horrors),Suzanne Weyn,Softcover,Used,$4.39
a475,The Boyfriend (Point Horror Series),R.L. Stine,Hardcover,Used,$4.39
a476,50 Great Horror Stories,John Canning,Not Specified,Used,$4.39
a477,Somme: The Heroism and Horror of War,Martin Gilbert,Not Specified,Used,$4.39
a478,Horowitz Horror (v. 1),Anthony Horowitz,Not Specified,Used,$4.39
a479,Horror Films,"Andrews, Nigel",Not Specified,Used,$5.10
a480,The Double Horror of Fenley Place (Nancy Drew),"Keene, Carolyn",Softcover,Used,$4.11
a481,"Lighthouse Horrors: Tales of Adventure, Suspense and the Supernatural",Charles Waugh,Softcover,Used,$4.47
a482,Identity Theft (Point Horror),"Davies, Anna",Softcover,Used,$4.42
a483,Houses of Horror,Richard Winer,Softcover,Used,$5.19
a484,Slappys Tales of Horror (Goosebumps Graphix) [Graphics Presents-graphic novel],"Stine, R. L.",Softcover,Used,$3.92
a485,Great Ghost Stories (Dover Thrift Editions: Gothic/Horror),Not Listed,Softcover,Used,$3.99
a486,Anywhere But Here: A Short Horror Story,Jordon Greene,Softcover,Used,$4.17
a487,Frankenstein: a Graphic Horror Novel,Not Listed,Softcover,Used,$1.49
a488,Horror Stories (Story Library),"Price, Susan",Hardcover,Used,$4.47
a489,50 Great Horror Stories,Not Listed,Hardcover,Used,$4.47
a490,Tales of Mystery and Horror,"Edgar Allan Poe, Christopher Lee",Hardcover,Used,$4.74
a491,Zoom in on House of Horrors,Richard Spilsbury,Hardcover,Used,$4.74
a492,The Snowfly (Mysteries & Horror),"Heywood, Joseph",Softcover,Used,$4.74
a493,Solstice: A Tropical Horror Comedy,"Alison, Lorence",Hardcover,Used,$4.48
a494,Creepers: Stage Fright (Creepers Horror Stories),"Hyde, Edgar J.",Softcover,Used,$4.19
a495,Houses of Horror,Hans Holzer,Hardcover,Used,$5.21
a496,In the Shadows : High School Horrors,"Hyacinth, H. R",Not Specified,Used,$4.50
a497,Seven Masterpieces of Gothic Horror,Not Listed,Not Specified,Used,$4.50
a498,Horror Gets Slimed : #5,"Papdemetriou, Lisa, Martín, Paul, Boisteau, Manu",Not Specified,Used,$4.50
a499,Deadtime Stories: Little Magic Shop of Horrors,"Annette Cascone, Gina Cascone",Not Specified,Used,$4.49
a500,Fly and Other Horror Stories,"Escott, John",Softcover,Used,$4.50
a501,Little Pet Shop of Horrors,"Haynes, Betsy",Softcover,Used,$4.50
a502,B. Horror : And Other Stories,"Mayo, Wendell",Softcover,Used,$4.50
a503,Seven Masterpieces of Gothic Horror,Not Listed,Hardcover,Used,$4.50
a504,100 Hair-Raising Little Horror Stories,"Sarrantonio, Al [Compiler]; Greenberg, Martin H. [Compiler];",Softcover,Used,$4.20
a505,"A Werewolf in Riverdale (Archie Horror, Book 1)","Roehrig, Caleb",Softcover,Used,$4.20
a506,Thirteen : 13 Tales of Horror by 13 Masters of Horror,"Pike, Christopher, Smith, Sinclair, Pines, Tonya",Softcover,Used,$4.50
a507,Call Waiting (Point Horror Series),R. L. Stine,Hardcover,Used,$4.34
a508,Horror Story,"McNab, Oliver",Softcover,Used,$5.23
a509,Tales of Terror and Detection (Dover Thrift Editions: Gothic/Horror),Edgar Allan Poe,Softcover,Used,$4.39
a510,Dark Halls: A Horror Novel,"Menapace, Jeff",Softcover,Used,$4.52
a511,The Key to Midnight,Dean Koontz,Softcover,Used,$1.00
a512,Velocity,Dean Koontz,Softcover,Used,$1.00
a513,Mantis,Richard La Plante,Softcover,Used,$1.00
a514,Vittorio the Vampire,Anne Rice,Softcover,Used,$1.00
a515,The Horror in the Museum: A Novel,"Lovecraft, H.P.",Hardcover,Used,$4.82
a516,Yuck!: A Big Book of Little Horrors,Robert Snedden,Softcover,Used,$4.39
a517,Date with Death (Horror High),Not Listed,Hardcover,Used,$4.39
a518,THE MAMMOTH BOOK OF SHORT HORROR NOVELS,Mike Ashley,Softcover,Used,$4.39
a519,Mal the Mischievous Mermaid (Little Horrors),Tiffany Mandrake,Not Specified,Used,$4.39
a520,Dark Seductions: Tales of Erotic Horror,"John Scognamiglio, Alice Alfonsi",Softcover,Used,$4.39
a521,Wolf Pass: A Novel (Mysteries & Horror),Steve Thayer,Hardcover,Used,$4.39
a522,Classic Horror Writers (Writers of English),"Bloom, Harold",Hardcover,Used,$4.39
a523,Tikki the Tricky Pixie (Little Horrors),Tiffany Mandrake,Softcover,Used,$4.39
a524,"Masters of Horror: Pelts Meat Loaf Aday, John Saxon, Link Baker, Emilio Salituro, Elise Lew, Ellen Ewusie, Melissa Gonzalez",MASTERS OF HORROR: PELTS,Hardcover,Used,$2.50
a525,The Whitechapel Horrors,"Hanna, Edward B.",Hardcover,Used,$5.29
a526,The Somme: Heroism and Horror in the First World War,Martin Gilbert,Softcover,Used,$4.49
a527,The Horror At Camp Jellyjam (Goosebumps - 33),R.L. Stine,Hardcover,Used,$4.45
a528,Horrors!,"Douglas, Drake",Softcover,Used,$6.49
a529,"Masters of Horror: Pelts Meat Loaf Aday, John Saxon, Link Baker, Emilio Salituro, Elise Lew, Ellen Ewusie, Melissa Gonzalez",MASTERS OF HORROR: PELTS,Softcover,Used,$2.59
a530,Q Road: A Novel (Mysteries & Horror),"Campbell, Bonnie Jo",Softcover,Used,$4.48
a531,The Merry Spinster: Tales of Everyday Horror,"Lavery, Daniel M.",Softcover,Used,$4.48
a532,How to Survive a Horror Movie: All the Skills to Dodge the Kills,"Grahame-Smith, Seth",Softcover,Used,$4.18
a533,Ladygrove : A Dr. Caspian Novel of Horror,"Burke, John",Softcover,Used,$4.50
a534,Horror in Paradise,"Cornell, James",Softcover,Used,$1.50
a535,Horrors of the Dancing Gods,"Chalker, Jack L.",Softcover,Used,$4.94
a536,The Horrors: An A to Z of Funny Thoughts on Awful Things,"Demers, Charles",Softcover,Used,$4.37
a537,Deadtime Stories: Little Magic Shop of Horrors,"Cascone, Annette; Cascone, Gina",Hardcover,Used,$4.37
a538,Hauntings and Horrors: The Ultimate Guide to Spooky America,"Cohen, David, Cohen, Susan",Not Specified,Used,$4.37
a539,Horrors of History: Massacre of the Miners : A Novel,"Anderson, T. Neill",Not Specified,Used,$4.50
a540,Stephen King: King of Thrillers and Horror (People to Know),Suzan Wilson,Softcover,Used,$4.49
a541,Kitty's House of Horrors (Kitty Norville),"Vaughn, Carrie",Softcover,Used,$4.35
a542,Smelly Farts and Other Body Horrors,"Claybourne, Anna",Hardcover,Used,$4.50
a543,"Science Fiction, Fantasy, and Horror Writers","MacNee, Marie J.",Softcover,Used,$4.50
a544,999 : New Stories of Horror and Suspense,"Sarrantonio, Al",Hardcover,Used,$4.50
a545,The Fourth Fog : A Horror Novel for the Ages,"Daniels, Chris",Softcover,Used,$4.50
a546,"Teen Hyde: High School Horror (High School Horror, 2)","Baker, Chandler",Softcover,Used,$4.48
a547,"High Country Horror (The Trailsman, No. 350)","Sharpe, Jon",Softcover,Used,$4.38
a548,"The Helmet of Horror (Myths, 11)","Pelevin, Victor",Softcover,Used,$4.69
a549,Trying on Bathing Suits & Other Horror Stories,Lois Podoshen,Softcover,Used,$4.39
a550,The NOPE Collection: 20 Short Horror Stories,"Nope! Too Creepy, Dan David",Hardcover,Used,$4.39
a551,The NOPE Collection: 20 Short Horror Stories,"Nope! Too Creepy, Dan David",Softcover,Used,$4.39
a552,Witches' Brew: Horror and Supernatural Stories by Women,"Marcia Muller, Bill Pronzini",Softcover,Used,$4.39
a553,Skinned: Activists Condemn the Horrors of the Fur Trade,Unknown,Softcover,Used,$4.39
a554,100 Hair Raising Little Horror Stories,Al Sarrantonio,Softcover,Used,$4.39
a555,Dark Channel : The Terrifying New Novel of Horror,Ray Garton,Softcover,Used,$4.39
a556,Hair Raising Tales of Horror (Volume 1),Chantell Renee,Softcover,Used,$4.39
a557,Dabblings: A Journey of Horror and Hope,"James, Steve",Not Specified,Used,$4.72
a558,The Resort (County Line Horror),"Gibson, Bryce",Not Specified,Used,$4.72
a559,The Horror at Camp Jellyjam (Goosebumps),"Stine, R.L.",Not Specified,Used,$4.73
a560,"Marleen, the Horror Queen","Perl, Lila",Hardcover,Used,$5.00
a561,The Beast: A Werewolf Horror,"Davidson, Aleister",Softcover,Used,$5.00
a562,Colonial Horrors,Not Listed,Hardcover,Used,$5.47
a563,Medical Billing Horror Stories,Sharon Hollander,Softcover,Used,$4.74
a564,Great Tales of Horror and the Supernatural,Bill; Malzberg Pronzini,Hardcover,Used,$4.74
a565,Horror Holiday (Monstrous Maud),A. B. Saddlewick,Softcover,Used,$4.74
a566,The Everyman Book of Horror Stories,Peter Haining,Softcover,Used,$4.74
a567,Freezer: The Complete Horror Series,J. Joseph Wright,Softcover,Used,$4.74
a568,The Baby-Sitter II (Point Horror Series),R L Stine,Softcover,Used,$4.44
a569,Where Wolves Run: A Novella of Horror,"Parent, Jason",Softcover,Used,$4.58
a570,3D Horror,"Kean, Roger; Frey, Oliver",Hardcover,Used,$5.03
a571,"The Lost Peace: Leadership in a Time of Horror and Hope, 1945-1953","Dallek, Robert",Hardcover,Used,$4.28
a572,Southern Horrors: Lynch Law in All Its Phases,"Wells-Barnett, Ida B.",Softcover,Used,$4.37
a573,The Baby-Sitter II (Point Horror Series),"Stine, R. L.",Softcover,Used,$4.47
a574,Slappy's Tales of Horror (Goosebumps Graphix),"Stine, R. L.",Softcover,Used,$4.47
a575,The Horror at Camp Jellyjam (Classic Goosebumps #9),"Stine, R.L.",Softcover,Used,$4.47
a576,Horror Times Ten,Alden H. Norton,Softcover,Used,$5.05
a577,Monsters (Tales of Horror),Jim Pipe,Softcover,Used,$5.05
a578,"I prayed for patience, and other horror stories","Snyder, Chuck",Softcover,Used,$4.48
a579,Desmond Pucket and the Cloverfield Junior High Carnival of Horrors,"Tatulli, Mark",Not Specified,Used,$4.38
a580,The Lovecraft Squad: All Hallows Horror: A Novel,John Llewellyn Probert,Hardcover,Used,$4.49
a581,"House of Doors (A Keys to D'Esperance Horror, 1)",Chaz Brenchley,Hardcover,Used,$4.39
a582,Nightly Horrors: Crisis Coverage by Television Network News,"Dan D. Nimmo, James E. Combs",Hardcover,Used,$4.39
a583,Journey to the Center of the Earth (Graphic Planet: Graphic Horror),Jules Verne,Softcover,Used,$4.39
a584,Yankee Witches: 15 Short Stories of Horror and Humor,Martin Harry Greenberg,Softcover,Used,$4.39
a585,Write Horror Fiction in 5 Simple Steps,"Litwin, Laura Baskes",Softcover,Used,$4.50
a586,Whitley Streiber's Aliens,Horror Writers of America,Softcover,Used,$6.54
a587,Ghost and Horror Stories of Ambrose Bierce,"Bierce, Ambrose",Softcover,Used,$4.65
a588,A Cavalcade of Lesser Horrors,"Smith, Peter",Softcover,Used,$1.10
a589,My Lost Childhood: A Story of My Long Journey through the Horror,"Ater, Abraham Deng Deng",Softcover,Used,$4.29
a590,From Horror to Hope,Grant,Softcover,Used,$5.13
a591,The 13 Best Horror Stories of All Time,"Pockell, Leslie",Softcover,Used,$4.55
a592,"How to Write Tales of Horror, Fantasy and Science Fiction",Not Listed,Softcover,Used,$4.47
a593,The Squeals on the Bus: A 4D Book (School Bus of Horrors),"Dahl, Michael",Softcover,Used,$4.38
a594,Goosebumps Hall of Horrors #3: The Five Masks of Dr. Screem: Special Edition,"Stine, R. L.",Softcover,Used,$4.26
a595,Goosebumps Hall of Horrors #2: Night of the Giant Everything,"Stine, R.L.",Hardcover,Used,$4.47
a596,"Little Shop of Hamsters (Goosebumps, Horror Land #14)",R. L. Stine,Not Specified,Used,$4.47
a597,Destruction Zone: A 4D Book (School Bus of Horrors),Michael Dahl,Not Specified,Used,$4.39
a598,The Squeals on the Bus: A 4D Book (School Bus of Horrors),Michael Dahl,Not Specified,Used,$4.39
a599,The valour and the horror: The untold story of Canadians in the Second World War,Merrily Weisbord,Not Specified,Used,$4.39
a600,Ten-Minute Terrors: Camp Fear & Other Hideous Horrors,A.B. Fowler,Softcover,Used,$4.39
a601,"The Glimpses of the Moon by Edith Wharton, Fiction, Horror, Fantasy, Classics",Edith Wharton,Softcover,Used,$4.39
a602,How to Survive a Horror Movie: All the Skills to Dodge the Kills,Seth Grahame-Smith,Softcover,Used,$4.39
a603,The Marsh Vampire and Other Horrors,"Nordan, Frances",Softcover,Used,$4.89
a604,Desmond Pucket and the Cloverfield Junior High Carnival of Horrors,"Tatulli, Mark",Hardcover,Used,$4.50
a605,The Year's Best Fantasy and Horror,"Link, Kelly, Grant, Gavin J.",Softcover,Used,$4.50
a606,The Lazarus syndrome: Burial alive and other horrors of the undead,Rodney Davies,Hardcover,Used,$4.50
a607,Effie the Outrageous Elf (Little Horrors),Tiffany Mandrake,Softcover,Used,$4.74
a608,Horror-7,"Bloch, R.",Softcover,Used,$5.69
a609,Full Moon Horror,"Strange, Jason",Softcover,Used,$5.22
a610,Beast Quest: Skalix the Snapping Horror: Series 20 Book 2,Adam Blade,Softcover,Used,$4.39
a611,More Three-Minute Thrillers: Roller-Ghoster and Other Hasty Horrors,Eric Elfman,Softcover,Used,$4.39
a612,"Eve's Requiem: Tales of Women, Mystery, and Horror",Patricia Flaherty Pagan,Hardcover,Used,$4.39
a613,Horowitz Horror: Stories You'll Wish You Never Read,Anthony Horowitz,Softcover,Used,$4.39
a614,"Wicked Seasons: The Journal of the New England Horror Writers, Volume II",Stacey Longo,Hardcover,Used,$4.39
a615,Making America Great Again: Fairy Tale? Horror Story? Dream Come True?,David N. Moore,Softcover,Used,$4.30
a616,Classic Ghost Stories (Dover Thrift Editions: Gothic/Horror),"Wilkie Collins, M. R. James, Charles Dickens, J. S. LeFanu, Mrs. Henry Wood, Amelia B. Edwards, Robert Louis Stevenson, Fitz-James O'Brien, Henry James",Softcover,Used,$4.49
a617,Famous Tales of Mystery and Horror,"Poe, Edgar Allan",Softcover,Used,$1.00
a618,Frankenstien (Tales of mystery and Horror),"Shelley, Mary",Not Specified,Used,$4.99
a619,Tombstone Sandwiches and Other Horrifying Lunches (Little Kitchen of Horrors),Ali Vega,Not Specified,Used,$4.50
a620,Sacrifices Incarnate: An Anthology of Horror,"Fink, Christopher M",Softcover,Used,$5.00
a621,The Infinite (Leisure Horror),"Clegg, Douglas",Softcover,Used,$1.33
a622,Horrors of the Haunted Museum,R. L. Stine,Softcover,Used,$1.33
a623,"Overcoming Speechlessness: A Poet Encounters the Horror in Rwanda, Eastern Congo, and Palestine/Israel",Alice Walker,Softcover,Used,$4.39
a624,The Year's Best Fantasy and Horror : Fourteenth Annual Edition,"Windling, Terri",Hardcover,Used,$4.39
a625,West End Horror,"WATSON, John H.",Hardcover,Used,$5.29
a626,Awful Horror Stories,"Lindecker, Cliff",Softcover,Used,$5.29
a627,Marlene The Horror Queen,Lila Perl,Softcover,Used,$5.29
a628,The Unseen (Point Horror),"Cusick, Richie Tankersley",Softcover,Used,$5.29
a629,The Gestapo: A History of Horror,Jacques Delarue,Softcover,Used,$5.29
a630,The Gestapo: A History of Horror,Jacques Delarue,Softcover,Used,$5.29
a631,The Horror Film (Rutgers Depth of Field Series),Not Listed,Softcover,Used,$1.72
a632,The Helmet of Horror: The Myth of Theseus and the Minotaur (The Myths),"Pelevin, Victor",Softcover,Used,$4.72
a633,Goosebumps Hall of Horrors #4: Why I Quit Zombie School,"Stine, R.L.",Softcover,Used,$4.47
a634,The Amityville Horror: A True Story,Jay Anson,Softcover,Used,$5.05
a635,Flax the Feral Fairy (1) (Little Horrors),Tiffany Mandrake,Hardcover,Used,$4.74
a636,Weava the Wilful Witch (6) (Little Horrors),Tiffany Mandrake,Softcover,Used,$4.74
a637,Australian Dark Fantasy and Horror Volume One,"Challis, Angela",Not Specified,Used,$4.74
a638,Horror in the East : The Japanese at War 1931-1945,Laurence Rees,Not Specified,Used,$4.74
a639,OPEN PLOTS: A Collection of Short Horror Fiction,James Yeager,Not Specified,Used,$4.74
a640,The Rift Walker (Vampire Empire),Clay Griffith; Susan Griffith,Softcover,Used,$4.49
a641,The Gold-Bug and Other Tales (Dover Thrift Editions: Gothic/Horror),Edgar Allan Poe,Softcover,Used,$4.49
a642,Cat Litter Cake and Other Horrifying Desserts (Little Kitchen of Horrors),Ali Vega,Softcover,Used,$4.49
a643,Make Your Own Horror Movie,"Quijano, Jonathan",Softcover,Used,$4.88
a644,"A Mystery reader: Stories of detection, adventure, and horror (Scribner student paperbacks ; SSP 36)",Nancy Ellen; Montgomery Talburt,Softcover,Used,$4.39
a645,HAUNTS - Tales of Unexpected Horror and the Supernatural Number 32 - Winter 1996 - Spring 1997,Joseph K. (editor) (Arthur Kraft; Michael Milardo; Rick D. Stuart; Kurt Cherkes,Softcover,Used,$4.39
a646,Gothic Horror: A Reader's Guide from Poe to King and Beyond,"Bloom, Clive",Hardcover,Used,$4.39
a647,The Last Apprentice: the Spook's Tale : And Other Horrors,"Delaney, Joseph",Softcover,Used,$4.50
a648,The Last Apprentice: the Spook's Tale : And Other Horrors,"Delaney, Joseph",Hardcover,Used,$4.50
a649,Zombie-Gut Chili and Other Horrifying Dinners (Little Kitchen of Horrors),Ali Vega,Softcover,Used,$4.50
a650,"Teen Frankenstein: High School Horror (High School Horror, 1)",Chandler Baker,Hardcover,Used,$4.51
a651,Southern Horrors,"Wells-Barnett, Ida B.",Softcover,Used,$5.84
a652,"The West End Horror: A Posthumous Memoir of John H. Watson, M.D.",Not Listed,Hardcover,Used,$4.47
a653,Halloween Horrors,Not Listed,Softcover,Used,$1.86
a654,The Owlsfane Horror,"Stein, Duffy",Softcover,Used,$5.86
a655,Ordinary Horror,"Searcy, David",Not Specified,Used,$5.86
a656,Shop of Horrors,"Cox, Bill G.",Not Specified,Used,$5.86
a657,The Last Apprentice: The Spook's Tale: And Other Horrors (Last Apprentice Short Fiction),"Delaney, Joseph",Not Specified,Used,$4.35
a658,LA BOTELLA ASESINA Y OTROS RELATOS DE HORROR,VARIOS AUTORES,Not Specified,Used,$4.97
a659,Chihuawolf: A Tail of Mystery and Horror,"Ganny, Charlee",Not Specified,Used,$5.12
a660,"Demon's Door (A Jim Rook Horror Novel, 7)",Graham Masterton,Hardcover,Used,$4.49
